Conference Name,Industry / Category,Start Date,End Date,Venue Name,Address,Cost,Website URL,Organizer Name,Contact Email,Contact Phone,CFP / Talk Submission URL,Source
Webinar: Migrating from Postgres to CockroachDB ,Business & Professional,4/7/2026,4/7/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-cockroachdb-user-group/events/313792823/,Austin/San Antonio CockroachDB Open Collaborative Group,,,,Meetup.com
"(S.Aus) Artist Talk w/Aileen Chen,Sara Kate Hannon,Rakhee Jain Desai",Business & Professional,4/8/2026,4/8/2026,Dougherty arts center,"1100 Barton Springs, Austin, TX, 78704",Free,https://www.meetup.com/austin-art-lovers/events/314021564/,Austin Art Lovers,,,,Meetup.com
Arbor Alumni Meeting,Business & Professional,4/8/2026,4/8/2026,4110 Guadalupe St #635,"4110 Guadalupe St #635, Austin, TX, 78751",Free,https://www.meetup.com/communities-for-recovery/events/313862149/,Communities for Recovery,,,,Meetup.com
Artist Talk-- Aileen Chen: Metamorphosis: The Alchemy of Waste,Business & Professional,4/8/2026,4/8/2026,Dougherty Arts Center,"Dougherty arts center 1110 Barton Springs Road,, Austin, TX, 78704",Free,https://www.meetup.com/austin-arts-collective/events/313667975/,Austin Arts Collective,,,,Meetup.com
ATX Golang Meetup - April 2026,Business & Professional,4/8/2026,4/8/2026,Capital Factory,"701 Brazos St, Austin, TX, 78701",Free,https://www.meetup.com/atxgolang/events/312781565/,Austin Go Language User Group,,,,Meetup.com
ATXS - Writers Workshop ,Business & Professional,4/8/2026,4/8/2026,Freddo ATX,"2336 S Congress Ave, Austin, TX, 78704",Paid — 5.0 USD,https://www.meetup.com/atx-screenwriters/events/313112657/,ATX Screenwriters,,,,Meetup.com
Austin emPower Breakfast,Business & Professional,4/8/2026,4/8/2026,Vaqueros Cafe,"1801 S. Capital of Texas Hwy, Austin, TX, 78746",Free,https://www.meetup.com/austin-empower-breakfast/events/313972512/,Austin emPower Breakfast,,,,Meetup.com
Austin Startup Connections,Business & Professional,4/8/2026,4/9/2026,701 Brazos St,"701 Brazos St, Austin, TX 78701, USA",Free,https://lu.ma/8e44o2xz,"Julian Jimenez, Joshua Stockton",,,,"Luma (lu.ma), Meetup.com"
AZ Zen Zoom - Wednesday - A safe place to discuss your spiritual path,Business & Professional,4/8/2026,4/8/2026,Online event,"Austin, TX",Free,https://www.meetup.com/awkwardly-zen-a-safe-place-for-your-spiritual-path-atx/events/313860975/,ATX - Awkwardly Zen - A safe place for your spiritual path,,,,Meetup.com
BXN North - Weekly Networking Luncheon,Business & Professional,4/8/2026,4/8/2026,Casa do Brasil,"10515 N Mopac Expy NB,, Austin, TX, 78759",Free,https://www.meetup.com/business-exchange-network/events/313853505/,Business eXchange Network - BXN,,,,Meetup.com
Calling All Leaders: Meetup Organizer Open House Happy Hour - Southwest Austin,Business & Professional,4/8/2026,4/8/2026,Oak Hill Social,"8600 Highway 290 W, Austin, TX, 78736",Free,https://www.meetup.com/i-love-austin-but-i-need-some-f-g-friends/events/313818182/,"I love Austin, but I need some f*****g friends!",,,,Meetup.com
Claude and Coffee #1: Building Infrastructure for AI Instance Continuity,Business & Professional,4/8/2026,4/8/2026,Russell’s Bakery & Genuine Joe Coffeehouse @Anderson,"2525 W Anderson Ln, Building 3, Suite 270, Austin, TX, 78757",Free,https://www.meetup.com/claude-and-coffee-austin/events/313722445/,Claude and Coffee - Austin,,,,Meetup.com
Conversemos con Amigxs at North Central Market,Business & Professional,4/8/2026,4/8/2026,Central Market Cafe - Central (N. Lamar location),"4001 North Lamar, Austin, TX, 78756",Free,https://www.meetup.com/english-espanol/events/313861956/,English Español Conversation Club,,,,Meetup.com
Deal Catch: Pitch & Networking in Austin,Business & Professional,4/8/2026,4/8/2026,"73 Rainey St, Austin, TX 78701, USA","73 Rainey St, Austin, TX 78701, USA, Austin, TX, 78701",Paid — 28.0 USD,https://www.meetup.com/austin-networking-und-business-meetup-group/events/314104963/,Austin Networking und Business Meetup Group,,,,Meetup.com
Death Book Club,Business & Professional,4/8/2026,4/8/2026,North Village Branch Library,"2505 Steck Avenue, Austin, TX, 78757",Free,https://www.meetup.com/austin-death-cafe/events/313932174/,Death Cafe Austin,,,,Meetup.com
"Enterprise AI - Real Tools, Real Problems, Real Talk",Business & Professional,4/8/2026,4/8/2026,Easy Tiger - The Linc,"6406 N Interstate 35 Frontage Rd #1100, Austin, TX, 78752",Free,https://www.meetup.com/ai-behind-the-firewall-a-meetup-for-enterprise-developers/events/313775205/,AI Behind the Firewall - Meetup for Enterprise Developers,,,,Meetup.com
"Fantasy Figure ATX: Live, Nude Model Fantasy-Themed - Short Pose Drawing",Business & Professional,4/8/2026,4/8/2026,RichesArt,"2511 E 6th St unit A, Austin, TX, 78702",Paid — 20.0 USD,https://www.meetup.com/fantasy-figure-atx/events/313926796/,Fantasy Figure ATX,,,,Meetup.com
Lakeline Area Networking Group (LANG),Business & Professional,4/8/2026,4/8/2026,Cheddar's Scratch Kitchen,"13301 B N. Hwy 183, Austin, TX 78750, Austin, TX, 78750",Free,https://www.meetup.com/meetup-group-lang/events/312770828/,Lakeline Area Networking Group,,,,Meetup.com
Microsoft 365 Copilot Masterclass : Automation & AI Agents,Business & Professional,4/8/2026,4/8/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-information-technology-meetup-group/events/314039651/,Texas Information Technology Meetup Group,,,,Meetup.com
"Past Lives, Dreams, and Soul Travel—Spiritual Discussion",Business & Professional,4/8/2026,4/8/2026,"Twin Oaks Branch, Austin Public Library","1800 S 5th St, Austin, TX, 78704",Free,https://www.meetup.com/eckankar-austin-tx/events/313778219/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
Social Media Creators & Influencers Meetup (virtual) #60,Business & Professional,4/8/2026,4/8/2026,Online event,"Austin, TX",Free,https://www.meetup.com/social-rising-austin/events/314033580/,Austin Social Media Creators & Influencer Meetups,,,,Meetup.com
The Austin Python Meetup,Business & Professional,4/8/2026,4/8/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austinpython/events/313581426/,The Austin Python Meetup,,,,Meetup.com
The New Yorker Weekly Short Story Club (Wednesday Edition),Business & Professional,4/8/2026,4/8/2026,Central Market,"4001 N Lamar Blvd, Austin, TX, 78756",Free,https://www.meetup.com/atxstories/events/314081493/,Austin: The New Yorker Magazine Short Story Readers Club,,,,Meetup.com
The Oracles of Delphi – Seeing Beyond the Answer,Business & Professional,4/8/2026,4/8/2026,Online event,"Austin, TX",Free,https://www.meetup.com/rosicruciansinaustinarea/events/314046321/,Rosicrucian Learning Center in Austin,,,,Meetup.com
Townhall - Event CANCELLED ,Business & Professional,4/8/2026,4/8/2026,,"Austin, TX",Free,https://www.meetup.com/austin-om-community/events/313860776/,Austin OM Community,,,,Meetup.com
Wednesday Hikes in the Upper Barton Creek Greenbelt (Starting at 9:30 AM!),Business & Professional,4/8/2026,4/8/2026,5216 Magdelena Dr,"5216 Magdelena Dr, Austin, TX, 78735",Free,https://www.meetup.com/primetimeatx/events/313660471/,PrimeTime ATX,,,,Meetup.com
"Yoga Asana (exercises, postures, relaxation)",Business & Professional,4/8/2026,4/8/2026,Yoga Meditation Group,"13740 Research Blvd, Bldg T, Unit 3, Austin, tx, 78750",Free,https://www.meetup.com/yoga-meditation-group/events/313854401/,The Austin Yoga Meditation Group,,,,Meetup.com
🌟 Intermediate+ Spanish Conversation Club – Speak with Confidence!,Business & Professional,4/8/2026,4/8/2026,Online event,"Austin, TX",Paid — 10.0 USD,https://www.meetup.com/meetup-group-dlefbtnu/events/313861778/,Worldwide Spanish Conversation Club!,,,,Meetup.com
"🔴Quote night - Exploring Emotional Intelligence, Critical Thinking & beyond.",Business & Professional,4/8/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/philosophy-austin/events/313862100/,Austin Philosophy Discussion Group (APDG),,,,Meetup.com
 How to Build a Side Hustle with AI in One Weekend,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-idea-to-ipo/events/313780500/,Austin Startup: Idea to IPO,,,,Meetup.com
" Java 26 - Better Language, Better APIs, Better Runtime",Business & Professional,4/9/2026,4/9/2026,Improving,"11044 Research Blvd Suite C-120, Austin, TX, 78759",Free,https://www.meetup.com/austin-java-users-group/events/313986182/,Austin Java Users Group,,,,Meetup.com
(Dwntn) hitched to everything,Business & Professional,4/9/2026,4/9/2026,Austin Central Library,"710 W. 1st, Austin, TX, 78704",Free,https://www.meetup.com/austin-art-lovers/events/314041822/,Austin Art Lovers,,,,Meetup.com
(S.Aus) Art Gallery :”Vivid:3 Approaches to Color” Group Show& Opening Reception,Business & Professional,4/9/2026,4/9/2026,Hangar Art Studio,"3625 Menchaca,, Austin, TX, 78704",Free,https://www.meetup.com/austin-art-lovers/events/314042185/,Austin Art Lovers,,,,Meetup.com
ACE April Meetup: Protecting Your Creative Voice,Business & Professional,4/9/2026,4/9/2026,701 Brazos St,"701 Brazos St, Austin, TX, 78701",Free,https://www.meetup.com/aceatx/events/313286833/,AI for Creatives and Entreprenuers,,,,Meetup.com
Animal Companion Loss (Pet) Grief Support Group,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/compassionconsortium/events/312913951/,Compassion Consortium – Events for Vegans and Animal Advocates,,,,Meetup.com
Austin Smerconish Mingle Project Meetup 12,Business & Professional,4/9/2026,4/9/2026,Cherrywood Coffeehouse,"1400 East 38th 1/2 Street, Austin, TX, 78722",Free,https://www.meetup.com/austin-meetup202-meetup-group/events/314019147/,Austin Smerconish Mingle Project,,,,Meetup.com
Austin Social (prior to Keep Austin Agile),Business & Professional,4/9/2026,4/9/2026,Jack & Ginger's Irish Pub,"11500 Rock Rose Avenue, Austin, TX, 78758",Free,https://www.meetup.com/san-antonio-scaled-agile-framework-safe-meetup/events/313968940/,San Antonio & Austin Scaled Agile Framework® SAFe® Meetup,,,,Meetup.com
AZ Zen Zoom - Thursday - A safe place for your spiritual path,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/awkwardly-zen-a-safe-place-for-your-spiritual-path-atx/events/313869318/,ATX - Awkwardly Zen - A safe place for your spiritual path,,,,Meetup.com
Deal Catch: Networking & Pitch in Austin,Business & Professional,4/9/2026,4/9/2026,,"Higbie's, 720 Brazos St Ste B-710, Austin, TX 78701, USA","Paid — {'cents': 2800, 'currency': 'usd', 'is_flexible': False}",https://lu.ma/austinpitch,"Olivier Club, Fishman VC, Kateryna, Abhinav Mahata",,,,Luma (lu.ma)
Exposed: How To Really Make Money Online,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/boston-finding-freedom-network/events/313831858/,Finding Financial Freedom3,,,,Meetup.com
Funders & Founders Networking,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/dallas-tech-professionals-entrepreneurs-investors/events/313874074/,Dallas Tech Professionals Entrepreneurs and Investors,,,,Meetup.com
How to Build AI Skills For Your Career With Vibe Coding in 2026,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-idea-to-ipo/events/313774685/,Austin Startup: Idea to IPO,,,,Meetup.com
Mock Interview - Project Manager,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-idea-to-ipo/events/314084749/,Austin Startup: Idea to IPO,,,,Meetup.com
NIA South Austin - Networking With Purpose,Business & Professional,4/9/2026,4/9/2026,Chuy's - South I35,"126 E Ralph Ablanedo Dr, Austin, Austin, 78745",Free,https://www.meetup.com/networkingatx/events/312172307/,NetworkingATX - Austin's Premier Networking Groups,,,,Meetup.com
Paint Your Own Ceramic Pipe - Beginner Friendly Workshop,Business & Professional,4/9/2026,4/9/2026,RichesArt,"2511 E 6th St unit A, Austin, TX, 78702",Paid — 45.0 USD,https://www.meetup.com/studiokollisions-creative-workshops-and-socials/events/312880050/,StudioKollisions Creative Workshops and Community,,,,Meetup.com
Smart Networking - Online Networking and Strategy Sharing,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/san-antonio-online-business-network/events/313873530/,San Antonio Online Business Network,,,,Meetup.com
"Speculative, Philosophical, and Experimental Writing Critique Group",Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/philosophy-austin/events/313877520/,Austin Philosophy Discussion Group (APDG),,,,Meetup.com
String Quartet plays Pink Floyd (at the ConcertDome),Business & Professional,4/9/2026,4/9/2026,ConcertDome,"1510 Crozier Ln, Austin, TX, 78617",Free,https://www.meetup.com/let-s-catch-a-special-awesome-concert/events/314033094/,Let’s Catch a SPECIAL AWESOME CONCERT+,,,,Meetup.com
Thursday Food and Drinks Meetup: South @ Central Machine Works,Business & Professional,4/9/2026,4/9/2026,Central Machine Works Brewery,"4824 East Cesar Chavez Street Austin, TX, 78702,, Austin, TX, 78702",Free,https://www.meetup.com/sons-of-technology/events/313876119/,Sons of Technology™,,,,Meetup.com
Weekly 360K Agent to Agent Referral Networking,Business & Professional,4/9/2026,4/9/2026,Online event,"Austin, TX",Free,https://www.meetup.com/real-estate-agent-referral-network-dallas/events/313869199/,Real Estate Agent Referral Network - Dallas,,,,Meetup.com
(C.Aus) 2026 Austin Spring Makers Artisan& Food Market,Business & Professional,4/10/2026,4/12/2026,pease park,"1100 Kingsbury Street, Austin, TX",Free,https://www.meetup.com/austin-art-lovers/events/314078619/,Austin Art Lovers,,,,Meetup.com
512 Networking,Business & Professional,4/10/2026,4/10/2026,Aloft Austin South,"4108 S I-35 Frontage Rd,, Austin, TX, 78745",Free,https://www.meetup.com/networkingatx/events/313654594/,NetworkingATX - Austin's Premier Networking Groups,,,,Meetup.com
ABLE ** MONTHLY ** Meetings,Business & Professional,4/10/2026,4/10/2026,Casa do Brasil,"10515 N Mopac Expy NB, Austin, TX, 78759",Free,https://www.meetup.com/ableaustin/events/313175222/,ABLE - AUSTIN BUSINESS LEADS EXCHANGE,,,,Meetup.com
AIConnect: Global Virtual Job & Career Networking Event for AI Specialists,Business & Professional,4/10/2026,4/10/2026,Online event,"Austin, TX",Free,https://www.meetup.com/ac-aus/events/313887332/,"Analytics.Club Austin: Data & AI Community, Connect. Grow.",,,,Meetup.com
"April Event, Friday Friends Meetup",Business & Professional,4/10/2026,4/10/2026,Celis Brewery,"10001 Metric Blvd., Austin, TX, 78758",Free,https://www.meetup.com/beer-necessities-women-who-love-beer/events/314039707/,Beer Necessities (Women Who Love Beer) - Austin,,,,Meetup.com
AZ Zen Zoom -  Friday - A safe place to discuss your spiritual path,Business & Professional,4/10/2026,4/10/2026,Online event,"Austin, TX",Free,https://www.meetup.com/awkwardly-zen-a-safe-place-for-your-spiritual-path-atx/events/313884860/,ATX - Awkwardly Zen - A safe place for your spiritual path,,,,Meetup.com
Buddhism 101: Discovering Life’s Purpose (Purpose Lab),Business & Professional,4/10/2026,4/10/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-dharma-for-a-fulfilling-life-meetup-group/events/313887912/,Texas Dharma For A Fulfilling Life Meetup Group,,,,Meetup.com
Clutch Night Purse Bingo,Business & Professional,4/10/2026,4/11/2026,,"Dress For Success Austin, 3000 S I-35 Frontage Rd Suite 180, Austin, TX 78704, USA","Paid — {'cents': 2000, 'currency': 'usd', 'is_flexible': False}",https://lu.ma/712mqtpr,POURTER LLC,,,,Luma (lu.ma)
Fun Times At Punch Bowl Social!! ,Business & Professional,4/10/2026,4/11/2026,Punch Bowl Social,"11310 Domain Dr, Austin, TX",Free,https://www.meetup.com/philosophy-austin/events/312674929/,Austin Philosophy Discussion Group (APDG),,,,Meetup.com
Human Design Study Group w Free Mini Readings ,Business & Professional,4/10/2026,4/10/2026,,"Austin, TX",Free,https://www.meetup.com/raise-your-awareness-raise-your-life/events/313440470/,Finding Purpose in a Mad World,,,,Meetup.com
Keep Austin Agile Conference,Business Services,4/10/2026,4/10/2026,,"Austin, TX",Unknown,https://10times.com/austin-us/conferences,,,,,10times.com
Lean Coffee - Austin,Business & Professional,4/10/2026,4/10/2026,Lazarus Brewing Company,"4803 Airport Boulevard, Austin, TX, 78751",Free,https://www.meetup.com/lean-coffee-austin/events/313882381/,Lean Coffee Austin,,,,Meetup.com
Rockin' Nia Basics,Business & Professional,4/10/2026,4/10/2026,Balance Dance Studios,"4544 S Lamar Building 200, Austin, TX, 78735",Paid — 15.0 USD,https://www.meetup.com/experience-nia-technique-austin-tx/events/313883869/,"Experience Nia Technique - Austin, TX",,,,Meetup.com
SA & Austin Scaled Agile & AI Community at Keep Austin Agile,Business & Professional,4/10/2026,4/10/2026,UT Commons Conference Center,"10100 Burnet Rd, Building 137, Austin, TX, 78758",Free,https://www.meetup.com/san-antonio-scaled-agile-framework-safe-meetup/events/313969000/,San Antonio & Austin Scaled Agile Framework® SAFe® Meetup,,,,Meetup.com
The 13th Annual Keep Austin Agile Conference,Business & Professional,4/10/2026,4/10/2026,Commons Conference Center UT Austin,"10100 Burnet Rd Building 137, Austin, TX 78758, Austin, TX, 78758",Free,https://www.meetup.com/agileaustin/events/313712616/,Agile Austin,,,,Meetup.com
Weekly Meetup,Business & Professional,4/10/2026,4/10/2026,"7000 Ardath St, Austin, TX 78757, USA","7000 Ardath St, Austin, TX 78757, USA, Austin, TX, 78757",Free,https://www.meetup.com/austin-operators-group-grow-your-business-no-bs/events/313986392/,Austin Operators Group - Grow Your Business (No BS),,,,Meetup.com
(C.Aus) Austin Flea @ Triangle Park,Business & Professional,4/11/2026,4/11/2026,The Triangle,"4600 W Guadalupe St, Austin, TX",Free,https://www.meetup.com/austin-art-lovers/events/314021665/,Austin Art Lovers,,,,Meetup.com
(Dwntn) Celebrating 150 years @ Old Bakery & Emporium,Business & Professional,4/11/2026,4/11/2026,Old Bakery & Emporium,"1001 Congress, Austin, TX, 78701",Free,https://www.meetup.com/austin-art-lovers/events/314078704/,Austin Art Lovers,,,,Meetup.com
"(Dwntn). “Love, Hunt”",Business & Professional,4/11/2026,4/11/2026,W.Chelsea Contemporary Gallery,"1616 W 6th, Austin, TX, 78703",Free,https://www.meetup.com/austin-art-lovers/events/314074414/,Austin Art Lovers,,,,Meetup.com
(E.Aus) Future Heirlooms,Business & Professional,4/11/2026,4/11/2026,Mosaic Workshop,"729 Airport, Austin, TX, 78719",Free,https://www.meetup.com/austin-art-lovers/events/314078041/,Austin Art Lovers,,,,Meetup.com
(S.Aus) Velvet Concrete: Elevated Chaos,Business & Professional,4/11/2026,4/11/2026,Congress Lofts @ St.Elmo,"4315 S.Congress, Austin, TX, 78745",Free,https://www.meetup.com/austin-art-lovers/events/314095029/,Austin Art Lovers,,,,Meetup.com
(UT) Blanton All Day: Code This!,Business & Professional,4/11/2026,4/11/2026,Blanton Museum of Art,"200 East Martin Luther King Junior Boulevard, Austin, TX, 78701",Free,https://www.meetup.com/austin-art-lovers/events/314055358/,Austin Art Lovers,,,,Meetup.com
Austin Dog Zone- Reactive Dog Walking Meetup,Business & Professional,4/11/2026,4/11/2026,"West Pickle Research Bldg, 3925 W Braker Ln, The University of Texas-Austin, Austin, TX 78759","West Pickle Research Bldg, 3925 W Braker Ln, The University of Texas-Austin, Austin, TX 78759, Austin, Te, 78759",Free,https://www.meetup.com/austin-reactive-dog-walking-meetup/events/313999904/,Austin Reactive Dog Walking Meetup,,,,Meetup.com
Austin Second Saturday Divorce Workshop In-Person AND Online Education,Business & Professional,4/11/2026,4/11/2026,,"Austin, TX",Paid — 45.0 USD,https://www.meetup.com/second-saturday-what-you-need-to-know-about-divorce-austin/events/313895052/,Austin Divorce Workshop-What Everyone Needs to Know,,,,Meetup.com
Austin Spiritual Life Expo,Business & Professional,4/11/2026,4/12/2026,,"Austin, TX",Paid — 10.0 USD,https://www.meetup.com/spiritual-life-expo/events/312715959/,Spiritual Life Expos,,,,Meetup.com
Barton Creek Greenbelt - Conditioning Hike,Business & Professional,4/11/2026,4/11/2026,,"Austin, TX",Free,https://www.meetup.com/backpackers-170/events/314041810/,Austin Backpackers,,,,Meetup.com
Beginner Real Estate Investing Workshop,Business & Professional,4/11/2026,4/11/2026,Online event,"Austin, TX",Free,https://www.meetup.com/texas-real-estate-investment-education-training-networking/events/313857554/,Real Estate: Investment-Education-Training-and-Networking,,,,Meetup.com
Celebrate Earth Month with a Curated Clothing Swap,Business & Professional,4/11/2026,4/11/2026,,"HarperSage, 4803 Burnet Rd, Austin, TX 78756, USA",Free,https://lu.ma/1fl1x87r,"HarperSage, Parker + Scott",,,,Luma (lu.ma)
Commons Ford Ranch hike and brunch,Business & Professional,4/11/2026,4/11/2026,,"Austin, TX",Free,https://www.meetup.com/austin-infj-intj-infp-intp-meetup/events/313959094/,Austin INFJ INTJ INFP INTP Meetup,,,,Meetup.com
Deep Peace Dinner & Kirtan Experience,Business & Professional,4/11/2026,4/11/2026,Flow Yoga North Loop,"5501 N Lamar Blvd, Austin, TX, 78757",Free,https://www.meetup.com/austinkirtan/events/312541828/,Austin Kirtan Meetup,,,,Meetup.com
Exploring Barton Creek Greenbelt - Sculpture Falls and Hill of Life,Business & Professional,4/11/2026,4/11/2026,"Barton Creek Greenbelt Trailhead, Barton Creek Greenbelt Trail, Austin, TX 78746, USA","Barton Creek Greenbelt Trailhead, Barton Creek Greenbelt Trail, Austin, TX 78746, USA, Austin, TX, 78746",Free,https://www.meetup.com/meet-and-hike/events/312230187/,Meet and Hike ATX,,,,Meetup.com
PMP Certification Training,Education & Training,4/11/2026,4/12/2026,,"Austin, TX",Paid,https://10times.com/austin-us/workshops,,,,,10times.com
Raise Your Spiritual IQ!—Austin Spiritual Life Expo,Business & Professional,4/11/2026,4/11/2026,Norris Conference Center,"2525 West Anderson Lane, Unit 365, Austin, TX, 78757",Free,https://www.meetup.com/eckankar-austin-tx/events/313806665/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
Spark Talks (Solar system simulation),Business & Professional,4/11/2026,4/11/2026,"Hampton Branch at Oak Hill, Austin Public Library","5125 Convict Hill Rd, Austin, TX",Free,https://www.meetup.com/physics-1/events/313905698/,Austin Physics for Fun,,,,Meetup.com
The Path Of Manifestation & The Path To Your Destiny ✨,Business & Professional,4/11/2026,4/11/2026,Online event,"Austin, TX",Free,https://www.meetup.com/spiritual-community-online-gatherings-journeys-austin/events/314085408/,Spiritual Community–Online Gatherings & Journeys (Austin),,,,Meetup.com
Web Design Workshop,Business & Professional,4/11/2026,4/11/2026,Online event,"Austin, TX",Free,https://www.meetup.com/tech-founders-club/events/313960413/,Tech Founders Club,,,,Meetup.com
(S.Aus) Celebrate Song Kran w/Thai Fresh & Austin Flea,Business & Professional,4/12/2026,4/12/2026,Thai Fresh,"909 W Mary St, Austin, TX",Free,https://www.meetup.com/austin-art-lovers/events/314094828/,Austin Art Lovers,,,,Meetup.com
Belize Jungle & Island Glamping Adventure Tour,Business & Professional,4/12/2026,4/19/2026,,"Austin, TX",Free,https://www.meetup.com/explorer-chicks-of-austin/events/310388683/,Explorer Chicks of Austin,,,,Meetup.com
Children's Day Festival 🎏こどもの日フェスティバル,Business & Professional,4/12/2026,4/12/2026,,"Cat Hollow Park, 8600 O'Connor Dr, Round Rock, TX 78681, USA","Paid — {'cents': 1000, 'currency': 'usd', 'is_flexible': False}",https://lu.ma/d64l1lp7,Masako Sullivan,,,,Luma (lu.ma)
Circle of Spiritual Inquiry (Open to Members and Seekers),Business & Professional,4/12/2026,4/12/2026,"Sa Ankh Pronaos, North Austin","9513 Burnet Rd, Suite 210, Austin, TX",Free,https://www.meetup.com/rosicruciansinaustinarea/events/313919081/,Rosicrucian Learning Center in Austin,,,,Meetup.com
Death Doula Afternoon Tea,Business & Professional,4/12/2026,4/12/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-death-doulas/events/313782796/,Austin Death Doulas,,,,Meetup.com
"Explore the Reality of Your Dreams, Soul Travel, and Past Lives!",Business & Professional,4/12/2026,4/12/2026,Online event,"Austin, TX",Free,https://www.meetup.com/eckankar-austin-tx/events/312625670/,ECKANKAR Austin—Spiritual Experiences,,,,Meetup.com
Hikes & Bites  🌄🥾🍳🌲,Business & Professional,4/12/2026,4/12/2026,Lou's Barton Springs,"1608 Barton Springs Rd, Austin, TX, 78704",Free,https://www.meetup.com/meet-and-hike/events/312299122/,Meet and Hike ATX,,,,Meetup.com
Introduction to Voice Acting -online workshop (free),Business & Professional,4/12/2026,4/12/2026,Online event,"Austin, TX",Free,https://www.meetup.com/va-beginners/events/312897173/,Voice Acting for Beginners,,,,Meetup.com
Move to Manual Mode on Your Camera,Business & Professional,4/12/2026,4/12/2026,Precision Camera and Video,"9600 S I-35 Frontage Rd, Austin, TX, 78745",Free,https://www.meetup.com/austin-portrait-photography-workshops/events/313760158/,Austin Portrait Photography Workshops,,,,Meetup.com
Slackers Second Sunday Strum,Business & Professional,4/12/2026,4/12/2026,"Slackers Brewing Co., , Austin, TX 78750","12233 Ranch Rd 620 N #204, Austin, TX, 78750",Free,https://www.meetup.com/austin-music-connection/events/314095080/,Austin Music Connection,,,,Meetup.com
Sunday's Best with The Merles,Business & Professional,4/12/2026,4/12/2026,The Austin Beer Garden Brewing Co.,"1305 W Oltorf St, Austin, TX, 78704",Free,https://www.meetup.com/austin-honky-tonk-rockabilly/events/313785009/,Austin Honky Tonk & Rockabilly,,,,Meetup.com
"Writing Workshop ⟡ Emotion, Memory, Color",Business & Professional,4/12/2026,4/12/2026,Central Market,"4001 N Lamar Blvd, Austin, TX, 78746",Free,https://www.meetup.com/creative-friendship-lab/events/313994687/,Creative Friendship Lab: Unity In Diversity,,,,Meetup.com
💃🏾 Dance the Diaspora: Afrobeats (Online) with Black Everywhere,Business & Professional,4/12/2026,4/12/2026,Online event,"Austin, TX",Free,https://www.meetup.com/blackdallas/events/314061256/,Black Everywhere® - Dallas,,,,Meetup.com
Arc of AI Conference,Business & Professional,4/13/2026,4/16/2026,Austin Marriott North,"2600 La Frontera Blvd, Round Rock, TX, 78681",Free,https://www.meetup.com/boulderjavausersgroup/events/312564839/,Boulder Java Users Group,,,,Meetup.com
"Austin Networking & Pitch Event: Wellness, Health, Beauty, Fitness",Business & Professional,4/13/2026,4/13/2026,Loro - South Lamar,"2115 South Lamar Blvd, Austin, TX, 78704",Free,https://www.meetup.com/austin-startup-pitch-and-networking-group/events/313617286/,Austin Startup Pitch and Networking Group,,,,Meetup.com
Be In Control of Your Emotions. Release Anxiety & Depression,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/meetup-group-what-controls-your-emotions/events/314054044/,What Controls Your Emotions Happiness and Confidence,,,,Meetup.com
BXN Lakeway Networking Event,Business & Professional,4/13/2026,4/13/2026,Grill On Restaurant,"107 Ranch Road 620, Lakeway, TX, 78734",Free,https://www.meetup.com/business-exchange-network/events/313609363/,Business eXchange Network - BXN,,,,Meetup.com
"Connecting Policy, Projects, & Progress",Business & Professional; Infrastructure,4/13/2026,4/13/2026,,"Austin, TX",Unknown,https://www.austinchamber.com/events/infrastructure-summit-2026,Austin Chamber of Commerce,,,,Austin Chamber of Commerce
Drinks on James!,Business & Professional,4/13/2026,4/14/2026,,"Mort Subite European Bar, 308 Congress Ave., Austin, TX 78701, USA",Free,https://lu.ma/a8qcbnh0,James Jackson Leach,,,,Luma (lu.ma)
Find and Fund Your Next Flip How to Build the Deal Pipeline and Money,Business & Professional,4/13/2026,4/13/2026,Online event,"Austin, TX",Free,https://www.meetup.com/austin-real-estate-networking/events/314020201/,Austin Cashflow Hackers,,,,Meetup.com
